STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2012,0,0,75,60
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2012,0.22,0,76,60
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2012,0,0,68,55
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2012,0,0,67,53
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2012,0,0,72,54
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2012,0.01,0,77,63
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2012,0.06,0,75,63
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2012,1.96,0,69,60
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2012,0,0,65,57
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2012,0,0,68,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2012,0,0,70,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2012,0.38,0,69,62
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2012,0,0,73,63
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2012,0,0,74,66
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2012,0,0,78,61
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2012,0,0,77,54
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2012,0.19,0,54,46
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2012,0,0,55,44
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2012,0.03,0,58,50
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2012,0.25,0,66,53
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2012,0,0,59,47
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/2012,0,0,56,42
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2012,0,0,53,38
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2012,0,0,70,53
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2012,0.2,0,71,59
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2012,0,0,59,48
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2012,0,0,61,44
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2012,0,0,65,50
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2012,0.89,0,66,61
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2012,0,0,69,54
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2012,0,0,65,49
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2012,0,0,66,49
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2012,0.03,0,65,54
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2012,0,0,59,56
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2012,0,0,62,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2012,0,0,65,57
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2012,0,0,65,59
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2012,0,0,59,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2012,0.67,0,62,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2012,0.27,0,54,47
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2012,0.01,0,50,44
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2012,0,0,51,43
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2012,0,0,53,42
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2012,0,0,51,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2012,0,0,51,39
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2012,0,0,45,35
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2012,0,0,42,31
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2012,1.12,4.3,41,31
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2012,0.06,0.4,48,32
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2012,0,0,53,36
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2012,0,0,55,42
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2012,0,0,64,50
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2012,0,0,66,48
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2012,0.09,0,62,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2012,0,0,47,37
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2012,0,0,45,35
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2012,0,0,46,38
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2012,0,0,51,39
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2012,0,0,49,38
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2012,0,0,47,37
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2012,0,0,51,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2012,0,0,53,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2012,0,0,54,41
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2012,0.01,0,56,43
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2012,0,0,50,35
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2012,0,0,40,33
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2012,0,0,48,36
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2012,0.53,0,42,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2012,0,0,41,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2012,0,0,43,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2012,0,0,46,38
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2012,0,0,41,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2012,0.04,0,52,41
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2012,0,0,60,49
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2012,0.07,0,62,47
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2012,0,0,58,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2012,0,0,40,29
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2012,0.14,0,46,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2012,0.36,0,50,44
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2012,0.18,0,50,42
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2012,0.03,0,59,44
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2012,0.06,0,58,41
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2012,0,0,43,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2012,0,0,46,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2012,0,0,48,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2012,0,0,47,38
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2012,0.4,0,47,42
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2012,0.29,0,43,40
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2012,0.51,0,54,43
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2012,0,0,47,39
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2012,0.02,0,47,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2012,0.7,0,56,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2012,0,0,38,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2012,0,0,42,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2012,0.07,0,40,33
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2012,0.06,0,41,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2012,0.99,0.4,39,28
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2012,0.62,0,39,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2012,0,0,37,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2012,0.26,0,34,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2012,0,0,34,28
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2012,0,0,38,28
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/2013,0,0,40,26
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/2013,0,0,33,22
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/2013,0,0,32,24
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/2013,0,0,37,30
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/2013,0,0,42,32
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/2013,0,0,46,34
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/2013,0,0,45,37
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/2013,0,0,48,35
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/2013,0,0,49,39
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/2013,0,0,47,40
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/2013,0.55,0,46,37
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/2013,0.02,0,47,42
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/2013,0,0,50,43
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/2013,0.09,0,56,38
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/2013,0.12,0,38,35
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/2013,0.69,0,37,32
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/2013,0,0,43,35
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/2013,0,0,35,25
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/2013,0,0,51,30
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/2013,0,0,53,30
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/2013,0,0,32,26
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/2013,0,0,27,13
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/2013,0,0,20,11
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/2013,0,0,22,12
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/2013,0.07,1.5,24,13
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/2013,0,0,27,15
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/2013,0,0,34,19
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/2013,0.22,0,36,29
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/2013,0.06,0,49,36
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/2013,0.04,0,59,39
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/2013,0.9,0,61,30
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/2013,0,0,31,24
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/2013,0.02,0.1,29,19
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/2013,0.02,0.3,30,24
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/2013,0,0,30,23
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/2013,0.02,0.4,32,28
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/2013,0,0,39,29
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/2013,0,0,32,26
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/2013,1.15,6.3,34,27
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/2013,0.38,5.1,32,21
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/2013,0,0,36,18
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/2013,0.49,0,45,34
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/2013,0,0,44,36
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/2013,0.03,0,44,33
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/2013,0,0,46,33
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/2013,0,0,55,37
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/2013,0.02,0,41,31
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/2013,0,0,32,18
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/2013,0,0,35,17
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/2013,0.15,0,49,33
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/2013,0,0,38,25
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/2013,0,0,34,24
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/2013,0,0,38,25
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/2013,0.26,0,42,36
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/2013,0.01,0,47,34
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/2013,0,0,45,32
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/2013,0.14,0,44,35
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/2013,1.56,0,47,36
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/2013,0,0,51,39
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/2013,0,0,45,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/2013,0,0,40,31
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/2013,0,0,40,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/2013,0,0,42,27
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/2013,0,0,49,31
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/2013,0,0,42,38
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/2013,0.19,0,38,33
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/2013,0.54,4,42,31
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/2013,0,0,55,35
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/2013,0,0,50,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/2013,0,0,54,40
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/2013,0.79,0,57,43
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/2013,0,0,52,38
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/2013,0,0,41,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/2013,0,0,47,30
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/2013,0.12,0.3,41,32
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/2013,0,0,38,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/2013,0.65,3,35,28
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/2013,0.36,0,43,33
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/2013,0,0,45,32
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/2013,0,0,40,30
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/2013,0,0,41,28
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/2013,0,0,46,32
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/2013,0,0,47,33
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/2013,0.17,0,40,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/2013,0,0,53,37
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/2013,0,0,53,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/2013,0,0,51,37
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/2013,0,0,55,40
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/2013,0,0,59,40
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/2013,0.08,0,54,44
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/2013,0,0,62,37
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/2013,0,0,43,33
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/2013,0,0,46,33
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/2013,0,0,53,33
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/2013,0,0,64,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/2013,0,0,52,35
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/2013,0,0,55,40
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/2013,0,0,73,51
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/2013,0,0,82,51
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/2013,0.49,0,74,55
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/2013,0,0,60,47
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/2013,0.63,0,47,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/2013,0.01,0,58,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/2013,0,0,57,46
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/2013,0,0,59,44
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/2013,0,0,63,47
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/2013,0.02,0,71,55
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/2013,0.01,0,59,51
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/2013,0.05,0,71,55
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/2013,0.06,0,60,43
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/2013,0,0,55,37
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/2013,0,0,55,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/2013,0,0,53,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/2013,0,0,69,44
USW00094728,"NY CITY CENTRAL PARK, NY US",4/25/2013,0,0,66,46
USW00094728,"NY CITY CENTRAL PARK, NY US",4/26/2013,0,0,67,50
USW00094728,"NY CITY CENTRAL PARK, NY US",4/27/2013,0,0,71,48
USW00094728,"NY CITY CENTRAL PARK, NY US",4/28/2013,0,0,69,51
USW00094728,"NY CITY CENTRAL PARK, NY US",4/29/2013,0.04,0,57,52
USW00094728,"NY CITY CENTRAL PARK, NY US",4/30/2013,0,0,68,51
USW00094728,"NY CITY CENTRAL PARK, NY US",5/1/2013,0,0,69,47
USW00094728,"NY CITY CENTRAL PARK, NY US",5/2/2013,0,0,72,49
USW00094728,"NY CITY CENTRAL PARK, NY US",5/3/2013,0,0,66,49
USW00094728,"NY CITY CENTRAL PARK, NY US",5/4/2013,0,0,69,48
USW00094728,"NY CITY CENTRAL PARK, NY US",5/5/2013,0,0,64,46
USW00094728,"NY CITY CENTRAL PARK, NY US",5/6/2013,0,0,69,46
USW00094728,"NY CITY CENTRAL PARK, NY US",5/7/2013,0,0,74,52
USW00094728,"NY CITY CENTRAL PARK, NY US",5/8/2013,3.02,0,63,55
USW00094728,"NY CITY CENTRAL PARK, NY US",5/9/2013,0.5,0,68,54
USW00094728,"NY CITY CENTRAL PARK, NY US",5/10/2013,0.01,0,79,59
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/2013,1.09,0,70,61
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/2013,0,0,70,51
USW00094728,"NY CITY CENTRAL PARK, NY US",5/13/2013,0,0,58,45
USW00094728,"NY CITY CENTRAL PARK, NY US",5/14/2013,0,0,61,42
USW00094728,"NY CITY CENTRAL PARK, NY US",5/15/2013,0,0,69,52
USW00094728,"NY CITY CENTRAL PARK, NY US",5/16/2013,0,0,79,62
USW00094728,"NY CITY CENTRAL PARK, NY US",5/17/2013,0,0,72,58
USW00094728,"NY CITY CENTRAL PARK, NY US",5/18/2013,0.01,0,65,56
USW00094728,"NY CITY CENTRAL PARK, NY US",5/19/2013,0.6,0,59,55
USW00094728,"NY CITY CENTRAL PARK, NY US",5/20/2013,0,0,79,58
USW00094728,"NY CITY CENTRAL PARK, NY US",5/21/2013,0,0,86,68
USW00094728,"NY CITY CENTRAL PARK, NY US",5/22/2013,0,0,78,59
USW00094728,"NY CITY CENTRAL PARK, NY US",5/23/2013,1.81,0,80,64
USW00094728,"NY CITY CENTRAL PARK, NY US",5/24/2013,0.3,0,65,45
USW00094728,"NY CITY CENTRAL PARK, NY US",5/25/2013,0.14,0,54,45
USW00094728,"NY CITY CENTRAL PARK, NY US",5/26/2013,0,0,66,48
USW00094728,"NY CITY CENTRAL PARK, NY US",5/27/2013,0,0,73,51
USW00094728,"NY CITY CENTRAL PARK, NY US",5/28/2013,0.52,0,68,56
USW00094728,"NY CITY CENTRAL PARK, NY US",5/29/2013,0,0,82,58
USW00094728,"NY CITY CENTRAL PARK, NY US",5/30/2013,0,0,90,72
USW00094728,"NY CITY CENTRAL PARK, NY US",5/31/2013,0,0,90,75
USW00094728,"NY CITY CENTRAL PARK, NY US",6/1/2013,0,0,90,73
USW00094728,"NY CITY CENTRAL PARK, NY US",6/2/2013,0.85,0,88,69
USW00094728,"NY CITY CENTRAL PARK, NY US",6/3/2013,0.87,0,78,66
USW00094728,"NY CITY CENTRAL PARK, NY US",6/4/2013,0,0,75,57
USW00094728,"NY CITY CENTRAL PARK, NY US",6/5/2013,0,0,74,58
USW00094728,"NY CITY CENTRAL PARK, NY US",6/6/2013,0.13,0,70,59
USW00094728,"NY CITY CENTRAL PARK, NY US",6/7/2013,4.16,0,63,59
USW00094728,"NY CITY CENTRAL PARK, NY US",6/8/2013,0.48,0,77,57
USW00094728,"NY CITY CENTRAL PARK, NY US",6/9/2013,0,0,80,63
USW00094728,"NY CITY CENTRAL PARK, NY US",6/10/2013,1.38,0,70,62
USW00094728,"NY CITY CENTRAL PARK, NY US",6/11/2013,0.09,0,80,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/12/2013,0,0,76,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/13/2013,1.26,0,69,55
USW00094728,"NY CITY CENTRAL PARK, NY US",6/14/2013,0.38,0,72,53
USW00094728,"NY CITY CENTRAL PARK, NY US",6/15/2013,0,0,80,61
USW00094728,"NY CITY CENTRAL PARK, NY US",6/16/2013,0,0,80,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/17/2013,0.01,0,84,69
USW00094728,"NY CITY CENTRAL PARK, NY US",6/18/2013,0.2,0,84,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/19/2013,0,0,77,59
USW00094728,"NY CITY CENTRAL PARK, NY US",6/20/2013,0,0,80,62
USW00094728,"NY CITY CENTRAL PARK, NY US",6/21/2013,0,0,82,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/22/2013,0,0,84,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/23/2013,0,0,88,70
USW00094728,"NY CITY CENTRAL PARK, NY US",6/24/2013,0,0,92,74
USW00094728,"NY CITY CENTRAL PARK, NY US",6/25/2013,0,0,91,73
USW00094728,"NY CITY CENTRAL PARK, NY US",6/26/2013,0.05,0,85,74
USW00094728,"NY CITY CENTRAL PARK, NY US",6/27/2013,0.24,0,86,73
USW00094728,"NY CITY CENTRAL PARK, NY US",6/28/2013,0,0,85,73
USW00094728,"NY CITY CENTRAL PARK, NY US",6/29/2013,0,0,83,71
USW00094728,"NY CITY CENTRAL PARK, NY US",6/30/2013,0,0,86,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/1/2013,0.84,0,77,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/2/2013,0.08,0,82,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/3/2013,0.53,0,83,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/4/2013,0,0,87,75
USW00094728,"NY CITY CENTRAL PARK, NY US",7/5/2013,0,0,90,76
USW00094728,"NY CITY CENTRAL PARK, NY US",7/6/2013,0,0,92,78
USW00094728,"NY CITY CENTRAL PARK, NY US",7/7/2013,0,0,92,78
USW00094728,"NY CITY CENTRAL PARK, NY US",7/8/2013,0.22,0,89,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/9/2013,0.23,0,88,74
USW00094728,"NY CITY CENTRAL PARK, NY US",7/10/2013,0,0,85,75
USW00094728,"NY CITY CENTRAL PARK, NY US",7/11/2013,0,0,84,76
USW00094728,"NY CITY CENTRAL PARK, NY US",7/12/2013,0.25,0,77,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/13/2013,0.06,0,81,67
USW00094728,"NY CITY CENTRAL PARK, NY US",7/14/2013,0,0,90,74
USW00094728,"NY CITY CENTRAL PARK, NY US",7/15/2013,0,0,94,78
USW00094728,"NY CITY CENTRAL PARK, NY US",7/16/2013,0,0,94,77
USW00094728,"NY CITY CENTRAL PARK, NY US",7/17/2013,0,0,97,79
USW00094728,"NY CITY CENTRAL PARK, NY US",7/18/2013,0,0,98,81
USW00094728,"NY CITY CENTRAL PARK, NY US",7/19/2013,0,0,96,83
USW00094728,"NY CITY CENTRAL PARK, NY US",7/20/2013,0,0,93,81
USW00094728,"NY CITY CENTRAL PARK, NY US",7/21/2013,0,0,89,76
USW00094728,"NY CITY CENTRAL PARK, NY US",7/22/2013,0.06,0,86,75
USW00094728,"NY CITY CENTRAL PARK, NY US",7/23/2013,0.31,0,87,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/24/2013,0,0,83,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/25/2013,0.01,0,68,64
USW00094728,"NY CITY CENTRAL PARK, NY US",7/26/2013,0,0,83,65
USW00094728,"NY CITY CENTRAL PARK, NY US",7/27/2013,0,0,82,70
USW00094728,"NY CITY CENTRAL PARK, NY US",7/28/2013,0.24,0,78,70
USW00094728,"NY CITY CENTRAL PARK, NY US",7/29/2013,0.01,0,85,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/30/2013,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",7/31/2013,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/1/2013,0.65,0,76,66
USW00094728,"NY CITY CENTRAL PARK, NY US",8/2/2013,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/3/2013,0.06,0,78,68
USW00094728,"NY CITY CENTRAL PARK, NY US",8/4/2013,0,0,80,66
USW00094728,"NY CITY CENTRAL PARK, NY US",8/5/2013,0,0,78,62
USW00094728,"NY CITY CENTRAL PARK, NY US",8/6/2013,0,0,82,64
USW00094728,"NY CITY CENTRAL PARK, NY US",8/7/2013,0,0,80,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/8/2013,0.46,0,81,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/9/2013,0.05,0,85,74
USW00094728,"NY CITY CENTRAL PARK, NY US",8/10/2013,0,0,83,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/11/2013,0,0,81,65
USW00094728,"NY CITY CENTRAL PARK, NY US",8/12/2013,0.05,0,82,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/13/2013,0.85,0,77,68
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/2013,0,0,74,61
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/2013,0,0,78,59
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/2013,0,0,82,64
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/2013,0,0,84,64
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/2013,0,0,76,68
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/2013,0,0,79,66
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/2013,0,0,88,68
