STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2014,0,0,65,47
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2014,0.2,0,48,36
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2014,0.06,0,42,35
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2014,0,0,42,33
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2014,0.03,0,45,35
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2014,1.54,0,52,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2014,0,0,45,24
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2014,0,0,36,22
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2014,0,0,45,31
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2014,0,0,37,28
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2014,0,0,44,28
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2014,0,0,57,43
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2014,0.7,0,69,53
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2014,0,0,68,51
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2014,1.24,0.2,51,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2014,0.02,0,38,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2014,0,0,37,29
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2014,0,0,45,27
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2014,0,0,55,45
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2014,0.09,0,65,42
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2014,0.08,0,43,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2014,0.06,0,46,41
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2014,0,0,45,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2014,0.51,0,44,34
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2014,1.22,0,50,39
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2014,0.04,0,42,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2014,0,0,37,24
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2014,2.54,0,42,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2014,0.08,1,40,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2014,0.01,0,38,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2014,0,0,38,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2014,0,0,44,34
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2014,0,0,46,38
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2014,0,0,48,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2014,0.2,0,49,38
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2014,0.02,0,54,42
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2014,0,0,42,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2014,0,0,38,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2014,0,0,33,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2014,0,0,36,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2014,0.04,0,44,35
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2014,0.16,0,46,43
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2014,0.8,0,58,44
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2014,0.09,0,62,44
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2014,0,0,50,40
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2014,0,0,55,44
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2014,0.1,0,54,43
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2014,0,0,44,34
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2014,0,0,34,28
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2014,0,0,32,27
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/2015,0,0,39,27
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/2015,0,0,42,35
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/2015,0.71,0,42,33
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/2015,0.3,0,56,41
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/2015,0,0,49,21
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/2015,0.05,1,22,19
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/2015,0,0,23,9
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/2015,0,0,21,8
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/2015,0.07,1.5,33,19
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/2015,0,0,23,16
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/2015,0,0,37,18
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/2015,0.36,0,39,35
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/2015,0,0,36,17
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/2015,0,0,32,16
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/2015,0,0,35,25
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/2015,0,0,43,20
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/2015,0,0,32,17
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/2015,2.1,0,42,31
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/2015,0,0,42,36
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/2015,0,0,40,32
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/2015,0,0,36,25
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/2015,0,0,40,31
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/2015,0,0,39,28
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/2015,0.72,3.6,39,33
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/2015,0,0,42,31
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/2015,0.48,5.5,31,22
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/2015,0.36,4.3,30,20
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/2015,0,0,34,16
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/2015,0.02,0,36,19
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/2015,0.06,1,38,19
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/2015,0,0,26,13
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/2015,0.03,0.3,36,20
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/2015,1.02,5,34,14
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/2015,0,0,26,13
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/2015,0,0,43,24
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/2015,0,0,42,14
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/2015,0,0,27,12
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/2015,0.02,0,40,25
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/2015,0,0,37,29
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/2015,0.09,0,29,25
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/2015,0.01,0.1,40,26
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/2015,0,0,34,22
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/2015,0,0,40,16
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/2015,0,0,21,8
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/2015,0.02,0.9,32,16
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/2015,0,0,25,4
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/2015,0,0,21,3
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/2015,0.14,3.3,27,14
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/2015,0,0,33,19
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/2015,0,0,27,8
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/2015,0,0,19,2
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/2015,0.61,3,32,13
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/2015,0.1,1,43,32
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/2015,0,0,38,8
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/2015,0,0,24,4
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/2015,0,0,37,20
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/2015,0,0,32,21
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/2015,0,0,30,18
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/2015,0,0,29,13
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/2015,0.52,4.8,31,24
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/2015,0,0,39,27
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/2015,0.67,1.8,37,22
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/2015,0.25,0,45,35
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/2015,0.76,7.5,40,19
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/2015,0,0,27,12
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/2015,0,0,38,18
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/2015,0,0,49,37
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/2015,0.01,0,54,40
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/2015,0.46,0,53,39
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/2015,0.01,0,59,44
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/2015,0,0,47,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/2015,0,0,43,31
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/2015,0.81,0,51,40
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/2015,0,0,44,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/2015,0,0,52,35
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/2015,0.02,0,57,34
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/2015,0,0,39,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/2015,0,0,43,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/2015,0.4,4.5,38,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/2015,0,0,47,29
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/2015,0,0,43,28
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/2015,0,0,38,23
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/2015,0,0,45,26
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/2015,0.05,0,49,34
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/2015,0.32,0,62,42
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/2015,0.27,0,46,39
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/2015,0,0,40,26
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/2015,0,0,46,25
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/2015,0,0,54,36
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/2015,0.17,0,47,35
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/2015,0,0,51,32
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/2015,0,0,67,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/2015,0.04,0,64,59
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/2015,0.01,0,60,42
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/2015,0,0,61,42
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/2015,0,0,63,42
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/2015,0.15,0,62,42
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/2015,0,0,45,37
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/2015,0,0,43,37
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/2015,0.17,0,56,39
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/2015,0,0,57,44
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/2015,0,0,66,43
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/2015,0,0,68,50
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/2015,0.01,0,65,55
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/2015,0,0,72,51
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/2015,0,0,64,52
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/2015,0.08,0,71,55
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/2015,0,0,80,59
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/2015,0,0,64,48
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/2015,1.37,0,57,46
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/2015,0.2,0,65,52
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/2015,0.05,0,69,48
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/2015,0,0,52,41
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/2015,0,0,52,39
USW00094728,"NY CITY CENTRAL PARK, NY US",4/25/2015,0,0,62,38
USW00094728,"NY CITY CENTRAL PARK, NY US",4/26/2015,0,0,64,46
USW00094728,"NY CITY CENTRAL PARK, NY US",4/27/2015,0,0,62,49
USW00094728,"NY CITY CENTRAL PARK, NY US",4/28/2015,0,0,71,50
USW00094728,"NY CITY CENTRAL PARK, NY US",4/29/2015,0,0,78,50
USW00094728,"NY CITY CENTRAL PARK, NY US",4/30/2015,0,0,67,48
USW00094728,"NY CITY CENTRAL PARK, NY US",5/1/2015,0,0,63,49
USW00094728,"NY CITY CENTRAL PARK, NY US",5/2/2015,0,0,74,48
USW00094728,"NY CITY CENTRAL PARK, NY US",5/3/2015,0,0,80,51
USW00094728,"NY CITY CENTRAL PARK, NY US",5/4/2015,0,0,85,57
USW00094728,"NY CITY CENTRAL PARK, NY US",5/5/2015,0,0,85,66
USW00094728,"NY CITY CENTRAL PARK, NY US",5/6/2015,0,0,73,59
USW00094728,"NY CITY CENTRAL PARK, NY US",5/7/2015,0,0,80,56
USW00094728,"NY CITY CENTRAL PARK, NY US",5/8/2015,0,0,82,56
USW00094728,"NY CITY CENTRAL PARK, NY US",5/9/2015,0,0,70,57
USW00094728,"NY CITY CENTRAL PARK, NY US",5/10/2015,0,0,83,61
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/2015,0,0,84,70
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/2015,0,0,86,64
USW00094728,"NY CITY CENTRAL PARK, NY US",5/13/2015,0,0,70,53
USW00094728,"NY CITY CENTRAL PARK, NY US",5/14/2015,0,0,73,50
USW00094728,"NY CITY CENTRAL PARK, NY US",5/15/2015,0,0,75,55
USW00094728,"NY CITY CENTRAL PARK, NY US",5/16/2015,0.3,0,75,57
USW00094728,"NY CITY CENTRAL PARK, NY US",5/17/2015,0.02,0,83,64
USW00094728,"NY CITY CENTRAL PARK, NY US",5/18/2015,0,0,75,60
USW00094728,"NY CITY CENTRAL PARK, NY US",5/19/2015,0,0,80,59
USW00094728,"NY CITY CENTRAL PARK, NY US",5/20/2015,0,0,67,54
USW00094728,"NY CITY CENTRAL PARK, NY US",5/21/2015,0,0,62,52
USW00094728,"NY CITY CENTRAL PARK, NY US",5/22/2015,0,0,74,55
USW00094728,"NY CITY CENTRAL PARK, NY US",5/23/2015,0,0,70,49
USW00094728,"NY CITY CENTRAL PARK, NY US",5/24/2015,0,0,81,56
USW00094728,"NY CITY CENTRAL PARK, NY US",5/25/2015,0,0,85,64
USW00094728,"NY CITY CENTRAL PARK, NY US",5/26/2015,0,0,88,67
USW00094728,"NY CITY CENTRAL PARK, NY US",5/27/2015,0.08,0,85,70
USW00094728,"NY CITY CENTRAL PARK, NY US",5/28/2015,0,0,85,70
USW00094728,"NY CITY CENTRAL PARK, NY US",5/29/2015,0,0,85,65
USW00094728,"NY CITY CENTRAL PARK, NY US",5/30/2015,0,0,85,67
USW00094728,"NY CITY CENTRAL PARK, NY US",5/31/2015,1.46,0,87,57
USW00094728,"NY CITY CENTRAL PARK, NY US",6/1/2015,0.72,0,58,51
USW00094728,"NY CITY CENTRAL PARK, NY US",6/2/2015,0.37,0,55,50
USW00094728,"NY CITY CENTRAL PARK, NY US",6/3/2015,0,0,70,52
USW00094728,"NY CITY CENTRAL PARK, NY US",6/4/2015,0,0,65,54
USW00094728,"NY CITY CENTRAL PARK, NY US",6/5/2015,0.13,0,70,55
USW00094728,"NY CITY CENTRAL PARK, NY US",6/6/2015,0.19,0,76,60
USW00094728,"NY CITY CENTRAL PARK, NY US",6/7/2015,0,0,74,55
USW00094728,"NY CITY CENTRAL PARK, NY US",6/8/2015,0.06,0,79,63
USW00094728,"NY CITY CENTRAL PARK, NY US",6/9/2015,0.01,0,83,68
USW00094728,"NY CITY CENTRAL PARK, NY US",6/10/2015,0,0,82,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/11/2015,0,0,89,72
USW00094728,"NY CITY CENTRAL PARK, NY US",6/12/2015,0,0,88,73
USW00094728,"NY CITY CENTRAL PARK, NY US",6/13/2015,0,0,86,72
USW00094728,"NY CITY CENTRAL PARK, NY US",6/14/2015,0.36,0,88,66
USW00094728,"NY CITY CENTRAL PARK, NY US",6/15/2015,0.57,0,83,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/16/2015,0.27,0,79,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/17/2015,0,0,82,66
USW00094728,"NY CITY CENTRAL PARK, NY US",6/18/2015,0,0,71,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/19/2015,0,0,87,68
USW00094728,"NY CITY CENTRAL PARK, NY US",6/20/2015,0,0,75,64
USW00094728,"NY CITY CENTRAL PARK, NY US",6/21/2015,0.64,0,88,71
USW00094728,"NY CITY CENTRAL PARK, NY US",6/22/2015,0,0,87,70
USW00094728,"NY CITY CENTRAL PARK, NY US",6/23/2015,0.02,0,90,75
USW00094728,"NY CITY CENTRAL PARK, NY US",6/24/2015,0,0,84,68
USW00094728,"NY CITY CENTRAL PARK, NY US",6/25/2015,0,0,83,65
USW00094728,"NY CITY CENTRAL PARK, NY US",6/26/2015,0,0,81,69
USW00094728,"NY CITY CENTRAL PARK, NY US",6/27/2015,1.12,0,71,58
USW00094728,"NY CITY CENTRAL PARK, NY US",6/28/2015,0.29,0,73,62
USW00094728,"NY CITY CENTRAL PARK, NY US",6/29/2015,0,0,76,63
USW00094728,"NY CITY CENTRAL PARK, NY US",6/30/2015,0.04,0,82,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/1/2015,0.39,0,82,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/2/2015,0,0,80,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/3/2015,0,0,82,66
USW00094728,"NY CITY CENTRAL PARK, NY US",7/4/2015,0,0,75,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/5/2015,0,0,83,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/6/2015,0,0,83,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/7/2015,0.12,0,88,75
USW00094728,"NY CITY CENTRAL PARK, NY US",7/8/2015,0,0,88,77
USW00094728,"NY CITY CENTRAL PARK, NY US",7/9/2015,0.3,0,79,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/10/2015,0,0,84,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/11/2015,0,0,88,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/12/2015,0,0,89,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/13/2015,0,0,88,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/14/2015,0.42,0,82,73
USW00094728,"NY CITY CENTRAL PARK, NY US",7/15/2015,0.12,0,81,72
USW00094728,"NY CITY CENTRAL PARK, NY US",7/16/2015,0,0,80,64
USW00094728,"NY CITY CENTRAL PARK, NY US",7/17/2015,0,0,81,67
USW00094728,"NY CITY CENTRAL PARK, NY US",7/18/2015,0.32,0,85,71
USW00094728,"NY CITY CENTRAL PARK, NY US",7/19/2015,0,0,93,78
USW00094728,"NY CITY CENTRAL PARK, NY US",7/20/2015,0,0,94,82
USW00094728,"NY CITY CENTRAL PARK, NY US",7/21/2015,0,0,89,74
USW00094728,"NY CITY CENTRAL PARK, NY US",7/22/2015,0,0,85,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/23/2015,0,0,86,68
USW00094728,"NY CITY CENTRAL PARK, NY US",7/24/2015,0,0,87,70
USW00094728,"NY CITY CENTRAL PARK, NY US",7/25/2015,0,0,88,69
USW00094728,"NY CITY CENTRAL PARK, NY US",7/26/2015,0,0,90,74
USW00094728,"NY CITY CENTRAL PARK, NY US",7/27/2015,0.36,0,86,71
USW00094728,"NY CITY CENTRAL PARK, NY US",7/28/2015,0,0,95,75
USW00094728,"NY CITY CENTRAL PARK, NY US",7/29/2015,0,0,96,78
USW00094728,"NY CITY CENTRAL PARK, NY US",7/30/2015,1.95,0,87,76
USW00094728,"NY CITY CENTRAL PARK, NY US",7/31/2015,0,0,89,72
USW00094728,"NY CITY CENTRAL PARK, NY US",8/1/2015,0,0,89,75
USW00094728,"NY CITY CENTRAL PARK, NY US",8/2/2015,0,0,89,71
USW00094728,"NY CITY CENTRAL PARK, NY US",8/3/2015,0,0,90,75
USW00094728,"NY CITY CENTRAL PARK, NY US",8/4/2015,0.43,0,89,69
USW00094728,"NY CITY CENTRAL PARK, NY US",8/5/2015,0,0,87,72
USW00094728,"NY CITY CENTRAL PARK, NY US",8/6/2015,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/7/2015,0,0,84,69
USW00094728,"NY CITY CENTRAL PARK, NY US",8/8/2015,0,0,82,68
USW00094728,"NY CITY CENTRAL PARK, NY US",8/9/2015,0,0,85,68
USW00094728,"NY CITY CENTRAL PARK, NY US",8/10/2015,0,0,84,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/11/2015,1.17,0,81,71
USW00094728,"NY CITY CENTRAL PARK, NY US",8/12/2015,0,0,85,71
USW00094728,"NY CITY CENTRAL PARK, NY US",8/13/2015,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/2015,0,0,88,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/2015,0,0,92,73
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/2015,0,0,93,76
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/2015,0,0,95,78
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/2015,0.29,0,90,73
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/2015,0,0,87,77
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/2015,0.01,0,86,77
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/2015,0.32,0,87,71
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/2015,0,0,86,69
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/2015,0,0,85,70
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/2015,0,0,87,73
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/2015,0,0,90,73
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/2015,0,0,85,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/2015,0,0,82,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/2015,0,0,82,63
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/2015,0,0,87,67
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/2015,0.13,0,90,72
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/2015,0,0,91,76
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/2015,0,0,90,76
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/2015,0,0,91,74
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/2015,0,0,93,74
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/2015,0,0,85,72
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/2015,0,0,83,67
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/2015,0,0,87,65
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/2015,0,0,92,70
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/2015,0,0,97,76
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/2015,0,0,90,76
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/2015,1.58,0,79,70
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/2015,0,0,81,66
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/2015,0.29,0,79,69
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/2015,0.04,0,80,62
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/2015,0,0,77,59
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/2015,0,0,84,62
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/2015,0,0,88,66
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/2015,0,0,89,68
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/2015,0,0,87,68
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/2015,0,0,83,68
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/2015,0,0,79,64
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2015,0,0,73,59
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2015,0,0,71,62
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2015,0,0,80,59
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2015,0,0,82,60
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2015,0,0,76,63
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2015,0,0,72,61
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2015,0,0,71,56
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2015,0,0,78,65
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2015,0.11,0,83,72
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2015,1.26,0,79,59
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2015,0.09,0,64,56
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2015,1.08,0,57,48
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2015,0.35,0,55,49
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2015,0,0,63,53
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2015,0,0,67,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2015,0,0,73,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2015,0,0,73,58
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2015,0,0,72,59
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2015,0.89,0,78,61
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2015,0,0,65,50
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2015,0,0,69,53
