CMPLNT_FR_DT,Day_Name,Month,Day,Year,Season,GeoCell,BORO_NM,count_cmplnt,PRCP,SNOW,Population,PC_INCOME,Hm_Sls_Price_Range
1/1/2014,Wednesday,January,1.0,2014.0,Winter,1.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,2.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,12.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,13.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,22.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,23.0,STATEN ISLAND,9,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,24.0,STATEN ISLAND,8,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,32.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,33.0,STATEN ISLAND,25,0.0,0.0,"468,730",48123,Low
1/1/2014,Wednesday,January,1.0,2014.0,Winter,34.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,2.0,STATEN ISLAND,3,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,12.0,STATEN ISLAND,4,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,13.0,STATEN ISLAND,1,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,23.0,STATEN ISLAND,2,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,24.0,STATEN ISLAND,9,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,32.0,STATEN ISLAND,4,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,33.0,STATEN ISLAND,9,0.11,0.0,"468,730",48123,Low
1/10/2014,Friday,January,10.0,2014.0,Winter,34.0,STATEN ISLAND,4,0.11,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,1.0,STATEN ISLAND,2,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,12.0,STATEN ISLAND,7,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,23.0,STATEN ISLAND,2,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,24.0,STATEN ISLAND,3,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,32.0,STATEN ISLAND,4,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,33.0,STATEN ISLAND,7,0.5,0.0,"468,730",48123,Low
1/11/2014,Saturday,January,11.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.5,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,12.0,STATEN ISLAND,1,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,13.0,STATEN ISLAND,4,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,23.0,STATEN ISLAND,1,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,24.0,STATEN ISLAND,4,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,32.0,STATEN ISLAND,8,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,33.0,STATEN ISLAND,8,0.05,0.0,"468,730",48123,Low
1/12/2014,Sunday,January,12.0,2014.0,Winter,34.0,STATEN ISLAND,4,0.05,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,12.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,13.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,23.0,STATEN ISLAND,9,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,24.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,33.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/13/2014,Monday,January,13.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,11.0,STATEN ISLAND,2,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,12.0,STATEN ISLAND,5,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,13.0,STATEN ISLAND,3,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,23.0,STATEN ISLAND,1,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,32.0,STATEN ISLAND,5,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,33.0,STATEN ISLAND,8,0.38,0.0,"468,730",48123,Low
1/14/2014,Tuesday,January,14.0,2014.0,Winter,34.0,STATEN ISLAND,4,0.38,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,1.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,12.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,22.0,STATEN ISLAND,9,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,23.0,STATEN ISLAND,8,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,24.0,STATEN ISLAND,7,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,32.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,33.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/15/2014,Wednesday,January,15.0,2014.0,Winter,34.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,1.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,2.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,12.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,24.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,33.0,STATEN ISLAND,10,0.0,0.0,"468,730",48123,Low
1/16/2014,Thursday,January,16.0,2014.0,Winter,34.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,1.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,2.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,12.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,22.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,23.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,32.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,33.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/17/2014,Friday,January,17.0,2014.0,Winter,34.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,1.0,STATEN ISLAND,3,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,2.0,STATEN ISLAND,3,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,12.0,STATEN ISLAND,2,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,13.0,STATEN ISLAND,5,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,22.0,STATEN ISLAND,5,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,23.0,STATEN ISLAND,8,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,24.0,STATEN ISLAND,6,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,33.0,STATEN ISLAND,4,0.07,0.0,"468,730",48123,Low
1/18/2014,Saturday,January,18.0,2014.0,Winter,34.0,STATEN ISLAND,6,0.07,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,2.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,12.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,22.0,STATEN ISLAND,10,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,24.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/19/2014,Sunday,January,19.0,2014.0,Winter,33.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,11.0,STATEN ISLAND,2,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,12.0,STATEN ISLAND,4,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,22.0,STATEN ISLAND,3,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,24.0,STATEN ISLAND,2,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,32.0,STATEN ISLAND,2,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,33.0,STATEN ISLAND,7,0.33,3.1,"468,730",48123,Low
1/2/2014,Thursday,January,2.0,2014.0,Winter,34.0,STATEN ISLAND,1,0.33,3.1,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,11.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,12.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,13.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,22.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,23.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,33.0,STATEN ISLAND,13,0.0,0.0,"468,730",48123,Low
1/20/2014,Monday,January,20.0,2014.0,Winter,34.0,STATEN ISLAND,7,0.0,0.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,11.0,STATEN ISLAND,2,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,12.0,STATEN ISLAND,3,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,13.0,STATEN ISLAND,4,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,22.0,STATEN ISLAND,1,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,23.0,STATEN ISLAND,1,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,32.0,STATEN ISLAND,2,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,33.0,STATEN ISLAND,8,0.46,11.0,"468,730",48123,Low
1/21/2014,Tuesday,January,21.0,2014.0,Winter,34.0,STATEN ISLAND,1,0.46,11.0,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,12.0,STATEN ISLAND,2,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,13.0,STATEN ISLAND,4,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,22.0,STATEN ISLAND,1,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,24.0,STATEN ISLAND,4,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,32.0,STATEN ISLAND,2,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,33.0,STATEN ISLAND,6,0.02,0.5,"468,730",48123,Low
1/22/2014,Wednesday,January,22.0,2014.0,Winter,34.0,STATEN ISLAND,4,0.02,0.5,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,2.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,11.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,12.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,22.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,23.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,24.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,32.0,STATEN ISLAND,7,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,33.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/23/2014,Thursday,January,23.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,1.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,12.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,13.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,22.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,32.0,STATEN ISLAND,7,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,33.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/24/2014,Friday,January,24.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,13.0,STATEN ISLAND,4,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,22.0,STATEN ISLAND,3,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,23.0,STATEN ISLAND,6,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,24.0,STATEN ISLAND,3,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,32.0,STATEN ISLAND,1,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,33.0,STATEN ISLAND,8,0.04,1.0,"468,730",48123,Low
1/25/2014,Saturday,January,25.0,2014.0,Winter,34.0,STATEN ISLAND,1,0.04,1.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,1.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,11.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,12.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,13.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,22.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,23.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,24.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,32.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,33.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/26/2014,Sunday,January,26.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,12.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,13.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,22.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,23.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,32.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,33.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/27/2014,Monday,January,27.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,11.0,STATEN ISLAND,2,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,12.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,13.0,STATEN ISLAND,9,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,22.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,23.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,32.0,STATEN ISLAND,3,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,33.0,STATEN ISLAND,4,0.0,0.0,"468,730",48123,Low
1/28/2014,Tuesday,January,28.0,2014.0,Winter,34.0,STATEN ISLAND,6,0.0,0.0,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,12.0,STATEN ISLAND,1,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,13.0,STATEN ISLAND,5,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,22.0,STATEN ISLAND,3,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,23.0,STATEN ISLAND,2,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,24.0,STATEN ISLAND,5,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,32.0,STATEN ISLAND,2,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,33.0,STATEN ISLAND,6,0.04,0.8,"468,730",48123,Low
1/29/2014,Wednesday,January,29.0,2014.0,Winter,34.0,STATEN ISLAND,8,0.04,0.8,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,11.0,STATEN ISLAND,2,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,12.0,STATEN ISLAND,5,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,13.0,STATEN ISLAND,2,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,14.0,STATEN ISLAND,1,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,23.0,STATEN ISLAND,1,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,24.0,STATEN ISLAND,3,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,32.0,STATEN ISLAND,4,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,33.0,STATEN ISLAND,2,0.29,3.3,"468,730",48123,Low
1/3/2014,Friday,January,3.0,2014.0,Winter,34.0,STATEN ISLAND,3,0.29,3.3,"468,730",48123,Low
1/30/2014,Thursday,January,30.0,2014.0,Winter,1.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/30/2014,Thursday,January,30.0,2014.0,Winter,2.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
1/30/2014,Thursday,January,30.0,2014.0,Winter,11.0,STATEN ISLAND,1,0.0,0.0,"468,730",48123,Low
